Year,LocationAbbr,LocationDesc,TopicDesc,Gender,Race,Age,Education
2014-2015,AL,Alabama,  Adults,Overall,African American,All Ages,All Grades
2014,KY,Kentucky,  Adults,Female,All Races,All Ages,All Grades
2018,AL,Alabama,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2015,ME,Maine,  Adults,Female,All Races,18 to 44 Years,All Grades
2018,KS,Kansas,  Adults,Overall,White,All Ages,All Grades
2017,AL,Alabama,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2012,IA,Iowa,  Adults,Overall,African American,All Ages,All Grades
2019,ID,Idaho,  Adults,Male,All Races,All Ages,All Grades
2017,OH,Ohio,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2018,MN,Minnesota,E-  Adults,Overall,All Races,All Ages,All Grades
2012,TX,Texas,  Adults,Female,All Races,18 to 44 Years,All Grades
2019,ID,Idaho,  Adults,Male,All Races,All Ages,All Grades
2017,UT,Utah,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2016,NV,Nevada,  Adults,Overall,All Races,65 Years and Older,All Grades
2012,IL,Illinois, Adults,Female,All Races,All Ages,All Grades
2019,OR,Oregon,  Adults,Female,All Races,All Ages,All Grades
2016,ME,Maine,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2013,ME,Maine, Adults,Female,All Races,All Ages,All Grades
2011,WA,Washington,  Adults,Overall,All Races,45 to 64 Years,All Grades
2011,NY,New York, Adults,Overall,All Races,All Ages,All Grades
2012,CT,Connecticut,  Adults,Female,All Races,All Ages,All Grades
2012,FL,Florida,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2011-2012,VA,Virginia,  Adults,Overall,Hispanic,All Ages,All Grades
2012,TN,Tennessee,  Adults,Overall,All Races,All Ages,All Grades
2014,MT,Montana,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2013,NJ,New Jersey,  Adults,Overall,All Races,All Ages,All Grades
2014-2015,NH,New Hampshire,  Adults,Overall,Hispanic,All Ages,All Grades
2018,MN,Minnesota,  Adults,Overall,All Races,25 to 44 Years,All Grades
2015-2016,MD,Maryland,  Adults,Overall,White,All Ages,All Grades
2014,NY,New York,  Adults,Female,All Races,All Ages,All Grades
2017-2018,MN,Minnesota,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,NH,New Hampshire,  Adults,Male,All Races,All Ages,All Grades
2016,ND,North Dakota,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2018,GA,Georgia,  Adults,Female,All Races,All Ages,All Grades
2013,MS,Mississippi,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2015,TX,Texas,  Adults,Overall,All Races,All Ages,All Grades
2018,ID,Idaho,  Adults,Overall,All Races,All Ages,All Grades
2018,VT,Vermont,  Adults,Female,All Races,All Ages,All Grades
2017,CO,Colorado,  Adults,Male,All Races,All Ages,All Grades
2012,RI,Rhode Island,  Adults,Overall,All Races,45 to 64 Years,All Grades
2014,AZ,Arizona,  Adults,Overall,African American,All Ages,All Grades
2014,MS,Mississippi,  Adults,Overall,African American,All Ages,All Grades
2019,WY,Wyoming,  Adults,Overall,African American,All Ages,All Grades
2019,OK,Oklahoma,  Adults,Overall,All Races,18 to 24 Years,All Grades
2016,GU,Guam, Adults,Overall,All Races,All Ages,All Grades
2011,IL,Illinois,  Adults,Overall,All Races,All Ages,All Grades
2017,MO,Missouri,  Adults,Overall,Hispanic,All Ages,All Grades
2014-2015,MT,Montana,  Adults,Overall,Hispanic,All Ages,All Grades
2013-2014,WV,West Virginia,  Adults,Overall,White,All Ages,All Grades
2011,PA,Pennsylvania,  Adults,Female,All Races,All Ages,All Grades
2012,VA,Virginia,  Adults,Overall,African American,All Ages,All Grades
2011,AK,Alaska,  Adults,Overall,All Races,18 to 24 Years,All Grades
2014,IA,Iowa, Adults,Male,All Races,All Ages,All Grades
2016,IA,Iowa,E-  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2017,PA,Pennsylvania,  Adults,Overall,African American,All Ages,All Grades
2018,NH,New Hampshire,  Adults,Overall,Hispanic,All Ages,All Grades
2018-2019,KS,Kansas,  Adults,Overall,African American,All Ages,All Grades
2011,AL,Alabama,  Adults,Female,All Races,All Ages,All Grades
2015,NY,New York,  Adults,Overall,All Races,All Ages,All Grades
2018,SD,South Dakota,  Adults,Female,All Races,All Ages,All Grades
2016,LA,Louisiana,E-  Adults,Overall,All Races,All Ages,All Grades
2012,PR,Puerto Rico, Adults,Female,All Races,All Ages,All Grades
2014,NE,Nebraska,  Adults,Female,All Races,All Ages,All Grades
2018,IL,Illinois,  Adults,Overall,All Races,All Ages,All Grades
2019,GA,Georgia,  Adults,Male,All Races,All Ages,All Grades
2012,MD,Maryland,  Adults,Male,All Races,All Ages,All Grades
2014,PA,Pennsylvania,  Adults,Overall,All Races,All Ages,All Grades
2012,IL,Illinois,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2016,CT,Connecticut,E-  Adults,Female,All Races,All Ages,All Grades
2015,MT,Montana,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2014,NV,Nevada,  Adults,Male,All Races,All Ages,All Grades
2019,SC,South Carolina,  Adults,Overall,White,All Ages,All Grades
2017,MD,Maryland,E-  Adults,Male,All Races,All Ages,All Grades
2018,DE,Delaware,E-  Adults,Overall,All Races,Age 25 and Older,12th Grade
2018,MN,Minnesota,  Adults,Overall,All Races,All Ages,All Grades
2013-2014,NC,North Carolina,  Adults,Overall,African American,All Ages,All Grades
2013,IA,Iowa,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2016,MO,Missouri,  Adults,Female,All Races,All Ages,All Grades
2018,FL,Florida,  Adults,Overall,All Races,All Ages,All Grades
2012,GA,Georgia,  Adults,Overall,White,All Ages,All Grades
2011-2012,GU,Guam,  Adults,Overall,White,All Ages,All Grades
2018,NY,New York,  Adults,Male,All Races,All Ages,All Grades
2016-2017,OR,Oregon,E-  Adults,Overall,Hispanic,All Ages,All Grades
2012,NJ,New Jersey,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2015,OK,Oklahoma,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2017,TN,Tennessee,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2014,KS,Kansas,  Adults,Overall,All Races,All Ages,All Grades
2014,CA,California, Adults,Overall,All Races,All Ages,All Grades
2014,PA,Pennsylvania, Adults,Overall,All Races,All Ages,All Grades
2014,MO,Missouri,  Adults,Overall,All Races,All Ages,All Grades
2016,MT,Montana,  Adults,Female,All Races,All Ages,All Grades
2017,TN,Tennessee,E-  Adults,Overall,All Races,All Ages,All Grades
2016,KS,Kansas,  Adults,Overall,Hispanic,All Ages,All Grades
2013,NV,Nevada,  Adults,Male,All Races,All Ages,All Grades
2014,IL,Illinois,  Adults,Male,All Races,All Ages,All Grades
2015,IN,Indiana,  Adults,Overall,All Races,All Ages,All Grades
2014,WV,West Virginia,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2014-2015,NE,Nebraska,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2012,CO,Colorado,  Adults,Overall,All Races,All Ages,All Grades
2018,SD,South Dakota,E-  Adults,Overall,All Races,All Ages,All Grades
2017,NE,Nebraska,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2016-2017,TX,Texas,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2014,ME,Maine,  Adults,Female,All Races,All Ages,All Grades
2016,KY,Kentucky,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2018,DE,Delaware,  Adults,Female,All Races,All Ages,All Grades
2019,KY,Kentucky,  Adults,Overall,All Races,All Ages,All Grades
2016,WI,Wisconsin,  Adults,Female,All Races,All Ages,All Grades
2011,VA,Virginia,  Adults,Male,All Races,All Ages,All Grades
2016,DE,Delaware,E-  Adults,Overall,All Races,All Ages,All Grades
2016,WY,Wyoming,  Adults,Female,All Races,All Ages,All Grades
2015,MD,Maryland,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2018,UT,Utah,  Adults,Female,All Races,All Ages,All Grades
2013-2014,WY,Wyoming,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2018,CT,Connecticut,  Adults,Overall,Hispanic,All Ages,All Grades
2018-2019,NM,New Mexico,  Adults,Overall,African American,All Ages,All Grades
2011,NY,New York,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2017,HI,Hawaii,  Adults,Male,All Races,All Ages,All Grades
2011,WA,Washington,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2019,MT,Montana,  Adults,Overall,All Races,18 to 24 Years,All Grades
2018,MT,Montana,  Adults,Male,All Races,All Ages,All Grades
2016,FL,Florida,  Adults,Female,All Races,All Ages,All Grades
2014,VA,Virginia,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2018,TN,Tennessee,  Adults,Male,All Races,All Ages,All Grades
2019,IA,Iowa,  Adults,Female,All Races,All Ages,All Grades
2018,TN,Tennessee,  Adults,Male,All Races,All Ages,All Grades
2017,KY,Kentucky,  Adults,Overall,All Races,25 to 44 Years,All Grades
2017,FL,Florida,  Adults,Female,All Races,All Ages,All Grades
2016-2017,RI,Rhode Island,  Adults,Overall,White,All Ages,All Grades
2011-2012,AR,Arkansas,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2019,MO,Missouri,  Adults,Overall,All Races,All Ages,All Grades
2017,GU,Guam,E-  Adults,Male,All Races,All Ages,All Grades
2011,VT,Vermont,  Adults,Female,All Races,All Ages,All Grades
2013,IL,Illinois,  Adults,Overall,All Races,All Ages,All Grades
2017,NC,North Carolina,  Adults,Overall,All Races,All Ages,All Grades
2016,MN,Minnesota,  Adults,Male,All Races,All Ages,All Grades
2017,NE,Nebraska,E-  Adults,Female,All Races,All Ages,All Grades
2013,KY,Kentucky,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2015,NC,North Carolina,  Adults,Overall,All Races,18 to 24 Years,All Grades
2018,RI,Rhode Island,E-  Adults,Male,All Races,All Ages,All Grades
2016,PR,Puerto Rico,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2011,TX,Texas,  Adults,Female,All Races,All Ages,All Grades
2014,KY,Kentucky,  Adults,Female,All Races,All Ages,All Grades
2011-2012,WV,West Virginia,  Adults,Overall,African American,All Ages,All Grades
2018,MT,Montana,  Adults,Male,All Races,All Ages,All Grades
2017,NJ,New Jersey,  Adults,Overall,All Races,All Ages,All Grades
2017,GA,Georgia,  Adults,Male,All Races,All Ages,All Grades
2011,LA,Louisiana,  Adults,Overall,All Races,All Ages,All Grades
2012,MA,Massachusetts, Adults,Male,All Races,All Ages,All Grades
2015,PA,Pennsylvania,  Adults,Overall,All Races,25 to 44 Years,All Grades
2019,DE,Delaware,  Adults,Female,All Races,All Ages,All Grades
2016,OH,Ohio,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2015,MI,Michigan,  Adults,Overall,All Races,18 to 24 Years,All Grades
2015,IA,Iowa,  Adults,Overall,All Races,65 Years and Older,All Grades
2017,LA,Louisiana,  Adults,Female,All Races,All Ages,All Grades
2018,WI,Wisconsin,  Adults,Overall,All Races,45 to 64 Years,All Grades
2016,NJ,New Jersey,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2019,TN,Tennessee,  Adults,Female,All Races,All Ages,All Grades
2019,RI,Rhode Island,  Adults,Overall,All Races,All Ages,All Grades
2017-2018,UT,Utah,E-  Adults,Overall,African American,All Ages,All Grades
2013,MI,Michigan,  Adults,Female,All Races,18 to 44 Years,All Grades
2011,TX,Texas, Adults,Female,All Races,All Ages,All Grades
2017,VT,Vermont,  Adults,Male,All Races,All Ages,All Grades
2017,IA,Iowa,E-  Adults,Overall,All Races,25 to 44 Years,All Grades
2013,NE,Nebraska,  Adults,Male,All Races,All Ages,All Grades
2018,LA,Louisiana,E-  Adults,Overall,Hispanic,All Ages,All Grades
2018,OH,Ohio,E-  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2019,TN,Tennessee,  Adults,Overall,Hispanic,All Ages,All Grades
2015,MO,Missouri,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2017,SC,South Carolina,E-  Adults,Overall,Hispanic,All Ages,All Grades
2018,VA,Virginia,E-  Adults,Overall,All Races,65 Years and Older,All Grades
2016-2017,CT,Connecticut,  Adults,Overall,Hispanic,All Ages,All Grades
2018,OR,Oregon,  Adults,Overall,All Races,All Ages,All Grades
2011,TX,Texas, Adults,Male,All Races,All Ages,All Grades
2014,DE,Delaware,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2014,PA,Pennsylvania,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2014,SC,South Carolina,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2017,SC,South Carolina, Adults,Male,All Races,All Ages,All Grades
2015,LA,Louisiana,  Adults,Overall,All Races,All Ages,All Grades
2015,IL,Illinois,  Adults,Overall,White,All Ages,All Grades
2017,CA,California,E-  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2015,HI,Hawaii,  Adults,Female,All Races,18 to 44 Years,All Grades
2011,NY,New York,  Adults,Male,All Races,All Ages,All Grades
2012,MA,Massachusetts,  Adults,Female,All Races,All Ages,All Grades
2011,NJ,New Jersey,  Adults,Overall,All Races,All Ages,All Grades
2019,IL,Illinois,  Adults,Male,All Races,All Ages,All Grades
2016,ME,Maine,E-  Adults,Male,All Races,All Ages,All Grades
2015,VT,Vermont,  Adults,Female,All Races,All Ages,All Grades
2014,NM,New Mexico,  Adults,Overall,All Races,25 to 44 Years,All Grades
2017,NY,New York,E-  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2017,SC,South Carolina,E-  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2016,IA,Iowa, Adults,Female,All Races,All Ages,All Grades
2018,MO,Missouri, Adults,Female,All Races,All Ages,All Grades
2012,AL,Alabama,  Adults,Male,All Races,All Ages,All Grades
2018,IN,Indiana,  Adults,Overall,All Races,45 to 64 Years,All Grades
2019,MN,Minnesota,  Adults,Male,All Races,All Ages,All Grades
2016,CO,Colorado,  Adults,Male,All Races,All Ages,All Grades
2011-2012,CA,California,  Adults,Overall,African American,All Ages,All Grades
2019,WA,Washington,  Adults,Female,All Races,All Ages,All Grades
2018,KY,Kentucky,  Adults,Female,All Races,All Ages,All Grades
2016,TN,Tennessee,  Adults,Female,All Races,All Ages,All Grades
2015,AR,Arkansas,  Adults,Overall,All Races,18 to 24 Years,All Grades
2016,SD,South Dakota,  Adults,Overall,All Races,All Ages,All Grades
2017,WY,Wyoming,  Adults,Overall,All Races,65 Years and Older,All Grades
2013,UT,Utah,  Adults,Overall,Hispanic,All Ages,All Grades
2011-2012,DC,District of Columbia,  Adults,Overall,White,All Ages,All Grades
2017,MI,Michigan,  Adults,Male,All Races,All Ages,All Grades
2018,TN,Tennessee,E-  Adults,Overall,All Races,Age 25 and Older,12th Grade
2015,MS,Mississippi,  Adults,Overall,All Races,All Ages,All Grades
2011,TN,Tennessee,  Adults,Female,All Races,18 to 44 Years,All Grades
2019,CA,California, Adults,Female,All Races,All Ages,All Grades
2019,AK,Alaska,  Adults,Female,All Races,All Ages,All Grades
2011-2012,VA,Virginia,  Adults,Overall,White,All Ages,All Grades
2017,IN,Indiana,  Adults,Male,All Races,All Ages,All Grades
2018,WI,Wisconsin,  Adults,Overall,All Races,All Ages,All Grades
2014,OK,Oklahoma,  Adults,Female,All Races,All Ages,All Grades
2018,OR,Oregon,E-  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2019,TX,Texas,  Adults,Overall,All Races,45 to 64 Years,All Grades
2017,CT,Connecticut,  Adults,Overall,All Races,65 Years and Older,All Grades
2016,NC,North Carolina,  Adults,Female,All Races,All Ages,All Grades
2012,NY,New York,  Adults,Overall,African American,All Ages,All Grades
2015,ND,North Dakota,  Adults,Overall,All Races,All Ages,All Grades
2016,PA,Pennsylvania,  Adults,Female,All Races,All Ages,All Grades
2017-2018,GU,Guam,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2013,DE,Delaware,  Adults,Overall,Hispanic,All Ages,All Grades
2018,VT,Vermont,  Adults,Overall,All Races,All Ages,All Grades
2015,NE,Nebraska,  Adults,Overall,All Races,All Ages,All Grades
2013,AL,Alabama, Adults,Overall,All Races,All Ages,All Grades
2012-2013,MS,Mississippi,  Adults,Overall,Hispanic,All Ages,All Grades
2019,GU,Guam,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2013-2014,KY,Kentucky,  Adults,Overall,White,All Ages,All Grades
2016,NE,Nebraska,  Adults,Overall,All Races,All Ages,All Grades
2013,IN,Indiana,  Adults,Overall,All Races,18 to 24 Years,All Grades
2017,MT,Montana,  Adults,Overall,Hispanic,All Ages,All Grades
2011,WY,Wyoming,  Adults,Overall,All Races,All Ages,All Grades
2014,OH,Ohio,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2019,CO,Colorado,  Adults,Female,All Races,18 to 44 Years,All Grades
2011,NE,Nebraska,  Adults,Overall,All Races,All Ages,All Grades
2018,AL,Alabama,  Adults,Overall,White,All Ages,All Grades
2016,SC,South Carolina,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2013,VT,Vermont,  Adults,Female,All Races,All Ages,All Grades
2011,ID,Idaho,  Adults,Overall,All Races,All Ages,All Grades
2014,OK,Oklahoma,  Adults,Overall,All Races,All Ages,All Grades
2013,WV,West Virginia, Adults,Male,All Races,All Ages,All Grades
2017,KY,Kentucky,  Adults,Male,All Races,All Ages,All Grades
2015,AK,Alaska,  Adults,Overall,All Races,All Ages,All Grades
2016,UT,Utah,  Adults,Female,All Races,All Ages,All Grades
2017,MI,Michigan,E-  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2019,OR,Oregon,  Adults,Female,All Races,18 to 44 Years,All Grades
2014,GA,Georgia,  Adults,Overall,All Races,All Ages,All Grades
2012,NM,New Mexico,  Adults,Male,All Races,All Ages,All Grades
2015,NH,New Hampshire,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2018,AL,Alabama,  Adults,Overall,All Races,All Ages,All Grades
2011,TX,Texas,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2016,MI,Michigan,E-  Adults,Overall,Hispanic,All Ages,All Grades
2012-2013,HI,Hawaii,  Adults,Overall,Hispanic,All Ages,All Grades
2013,TN,Tennessee,  Adults,Overall,All Races,All Ages,All Grades
2012,AL,Alabama, Adults,Male,All Races,All Ages,All Grades
2012,DC,District of Columbia,  Adults,Overall,All Races,65 Years and Older,All Grades
2018,WI,Wisconsin,E-  Adults,Female,All Races,18 to 44 Years,All Grades
2012,LA,Louisiana,  Adults,Overall,White,All Ages,All Grades
2013,ME,Maine, Adults,Overall,All Races,All Ages,All Grades
2011,AR,Arkansas,  Adults,Overall,All Races,All Ages,All Grades
2018,VA,Virginia,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2016,NE,Nebraska,  Adults,Overall,All Races,All Ages,All Grades
2012,IN,Indiana,  Adults,Male,All Races,All Ages,All Grades
2017,NV,Nevada,  Adults,Female,All Races,All Ages,All Grades
2018,HI,Hawaii,  Adults,Female,All Races,All Ages,All Grades
2012,UT,Utah,  Adults,Female,All Races,All Ages,All Grades
2018,HI,Hawaii,E-  Adults,Female,All Races,18 to 44 Years,All Grades
2019,MO,Missouri,  Adults,Male,All Races,All Ages,All Grades
2016-2017,AK,Alaska,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2019,ME,Maine,  Adults,Female,All Races,All Ages,All Grades
2018,AK,Alaska,  Adults,Overall,All Races,All Ages,All Grades
2013,WY,Wyoming,  Adults,Overall,All Races,65 Years and Older,All Grades
2019,IN,Indiana,  Adults,Overall,All Races,All Ages,All Grades
2011-2012,CO,Colorado,  Adults,Overall,African American,All Ages,All Grades
2015,NV,Nevada,  Adults,Overall,All Races,All Ages,All Grades
2012,WA,Washington,  Adults,Female,All Races,All Ages,All Grades
2011,TX,Texas,  Adults,Overall,All Races,All Ages,All Grades
2015-2016,OK,Oklahoma,  Adults,Overall,White,All Ages,All Grades
2019,OK,Oklahoma,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2017,WA,Washington,  Adults,Overall,All Races,All Ages,All Grades
2016,AK,Alaska,  Adults,Overall,All Races,45 to 64 Years,All Grades
2013,NJ,New Jersey,  Adults,Overall,All Races,65 Years and Older,All Grades
2016,NV,Nevada,  Adults,Overall,All Races,25 to 44 Years,All Grades
2018,AK,Alaska,  Adults,Male,All Races,All Ages,All Grades
2017,AK,Alaska,  Adults,Female,All Races,All Ages,All Grades
2017-2018,OK,Oklahoma,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,GA,Georgia,E-  Adults,Female,All Races,All Ages,All Grades
2015-2016,IL,Illinois,  Adults,Overall,Hispanic,All Ages,All Grades
2018,PR,Puerto Rico,  Adults,Male,All Races,All Ages,All Grades
2018,CT,Connecticut,  Adults,Male,All Races,All Ages,All Grades
2015,GA,Georgia,  Adults,Overall,All Races,65 Years and Older,All Grades
2014,HI,Hawaii,  Adults,Overall,White,All Ages,All Grades
2016,NH,New Hampshire,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2014,NJ,New Jersey,  Adults,Female,All Races,18 to 44 Years,All Grades
2015,KS,Kansas,  Adults,Overall,All Races,18 to 24 Years,All Grades
2013-2014,OR,Oregon,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,TX,Texas,  Adults,Male,All Races,All Ages,All Grades
2016,WY,Wyoming,E-  Adults,Overall,All Races,All Ages,All Grades
2016,DC,District of Columbia,E-  Adults,Overall,All Races,All Ages,All Grades
2013,NC,North Carolina,  Adults,Male,All Races,All Ages,All Grades
2018,NH,New Hampshire,E-  Adults,Overall,All Races,All Ages,All Grades
2011,MT,Montana,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2017,WY,Wyoming,  Adults,Overall,All Races,All Ages,All Grades
2013-2014,TX,Texas,  Adults,Overall,White,All Ages,All Grades
2016,MA,Massachusetts,  Adults,Female,All Races,All Ages,All Grades
2017,RI,Rhode Island,  Adults,Male,All Races,All Ages,All Grades
2014,MN,Minnesota,  Adults,Overall,All Races,All Ages,All Grades
2017,OH,Ohio, Adults,Overall,All Races,All Ages,All Grades
2017,NY,New York,  Adults,Overall,African American,All Ages,All Grades
2016,MT,Montana,  Adults,Overall,Hispanic,All Ages,All Grades
2012,VT,Vermont,  Adults,Overall,All Races,All Ages,All Grades
2011,KS,Kansas,  Adults,Male,All Races,All Ages,All Grades
2012,KY,Kentucky,  Adults,Overall,All Races,25 to 44 Years,All Grades
2017,ME,Maine,E-  Adults,Male,All Races,All Ages,All Grades
2015,CO,Colorado,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2018-2019,UT,Utah,  Adults,Overall,White,All Ages,All Grades
2012,WI,Wisconsin,  Adults,Overall,All Races,45 to 64 Years,All Grades
2015,MT,Montana,  Adults,Overall,All Races,All Ages,All Grades
2018,DE,Delaware,  Adults,Overall,All Races,25 to 44 Years,All Grades
2019,WI,Wisconsin,  Adults,Female,All Races,All Ages,All Grades
2015-2016,MN,Minnesota,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2018-2019,AK,Alaska,  Adults,Overall,African American,All Ages,All Grades
2019,CA,California, Adults,Female,All Races,All Ages,All Grades
2019,LA,Louisiana,  Adults,Overall,All Races,65 Years and Older,All Grades
2017,HI,Hawaii,E-  Adults,Overall,All Races,Age 25 and Older,12th Grade
2013,FL,Florida,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2018,NE,Nebraska,E-  Adults,Overall,African American,All Ages,All Grades
2019,AR,Arkansas,  Adults,Overall,All Races,25 to 44 Years,All Grades
2019,DC,District of Columbia,  Adults,Overall,All Races,All Ages,All Grades
2018,TX,Texas,E-  Adults,Overall,All Races,All Ages,All Grades
2012,NE,Nebraska,  Adults,Overall,All Races,25 to 44 Years,All Grades
2013,PA,Pennsylvania,  Adults,Overall,African American,All Ages,All Grades
2018,RI,Rhode Island,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2012,OR,Oregon,  Adults,Overall,All Races,All Ages,All Grades
2019,SD,South Dakota,  Adults,Overall,Hispanic,All Ages,All Grades
2018,AR,Arkansas,  Adults,Male,All Races,All Ages,All Grades
2014,OR,Oregon,  Adults,Female,All Races,All Ages,All Grades
2013,AR,Arkansas, Adults,Female,All Races,All Ages,All Grades
2017,MT,Montana,E-  Adults,Overall,All Races,Age 25 and Older,12th Grade
2018,MD,Maryland,E-  Adults,Female,All Races,18 to 44 Years,All Grades
2016,WI,Wisconsin,E-  Adults,Overall,All Races,Age 20 and Older,12th Grade
2016,MO,Missouri, Adults,Male,All Races,All Ages,All Grades
2019,MN,Minnesota,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2013,SD,South Dakota,  Adults,Female,All Races,All Ages,All Grades
2019,GA,Georgia,  Adults,Male,All Races,All Ages,All Grades
2015,AZ,Arizona,  Adults,Overall,All Races,25 to 44 Years,All Grades
2013,NY,New York,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2011,GA,Georgia,  Adults,Overall,All Races,All Ages,All Grades
2011,LA,Louisiana,  Adults,Overall,White,All Ages,All Grades
2019,VT,Vermont,  Adults,Female,All Races,All Ages,All Grades
2014,ID,Idaho,  Adults,Overall,White,All Ages,All Grades
2011,AZ,Arizona,  Adults,Male,All Races,All Ages,All Grades
2019,MI,Michigan,  Adults,Male,All Races,All Ages,All Grades
2018,VA,Virginia,E-  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2017,FL,Florida,E-  Adults,Overall,All Races,All Ages,All Grades
2017,MS,Mississippi, Adults,Male,All Races,All Ages,All Grades
2017,MA,Massachusetts,  Adults,Overall,All Races,45 to 64 Years,All Grades
2016,TX,Texas,  Adults,Female,All Races,All Ages,All Grades
2016-2017,MN,Minnesota,  Adults,Overall,Hispanic,All Ages,All Grades
2013,IA,Iowa,  Adults,Male,All Races,All Ages,All Grades
2019,KS,Kansas, Adults,Overall,All Races,All Ages,All Grades
2016-2017,MT,Montana,E-  Adults,Overall,Hispanic,All Ages,All Grades
2014,MO,Missouri,  Adults,Overall,African American,All Ages,All Grades
2019,WV,West Virginia, Adults,Overall,All Races,All Ages,All Grades
2018,MI,Michigan,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2016,HI,Hawaii,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,KY,Kentucky, Adults,Overall,All Races,All Ages,All Grades
2018,NM,New Mexico,  Adults,Male,All Races,All Ages,All Grades
2014,IA,Iowa,  Adults,Overall,All Races,45 to 64 Years,All Grades
2012,CT,Connecticut,  Adults,Female,All Races,All Ages,All Grades
2015,KS,Kansas,  Adults,Male,All Races,All Ages,All Grades
2012,IA,Iowa,  Adults,Overall,All Races,All Ages,All Grades
2011,IN,Indiana,  Adults,Overall,All Races,All Ages,All Grades
2012,LA,Louisiana,  Adults,Female,All Races,All Ages,All Grades
2016,MT,Montana,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2011,SC,South Carolina,  Adults,Male,All Races,All Ages,All Grades
2012,NH,New Hampshire,  Adults,Male,All Races,All Ages,All Grades
2011,AK,Alaska,  Adults,Female,All Races,All Ages,All Grades
2017,VA,Virginia,E-  Adults,Female,All Races,All Ages,All Grades
2012-2013,MO,Missouri,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2017,NV,Nevada,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2012-2013,WI,Wisconsin,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,MA,Massachusetts, Adults,Male,All Races,All Ages,All Grades
